Date,Product SKU,Product Name,Quantity,Unit Price,Customer Name,Region
2026-10-26,KL-SL-001,Solar Panel 100W Poly,89,45000,Rwanda Logistics,Western
2025-04-26,KL-SP-002,Brake Pad Set - Model 150,33,8000,Nyagatare Contractors,Northern
2025-08-20,KL-CB-002,Cement Board 9mm 4x8ft,46,24000,Nyagatare Contractors,Northern
2025-12-18,KL-MC-200,Kinglion Motorcycle - Model 200,2,1500000,Bugesera Estate,Northern
2026-10-10,KL-IS-002,Iron Sheet - Red 0.4mm,74,10500,Bugesera Estate,Kigali
2026-03-18,KL-MC-200,Kinglion Motorcycle - Model 200,5,1500000,Rwanda Logistics,Northern
2025-01-06,KL-RS-002,Roofing Sheet Step Tile 0.5mm,48,13500,Huye Traders,Western
2025-12-11,KL-IS-006,Iron Sheet - Matte Grey 0.5mm,84,13000,Gicumbi Wholesalers,Eastern
2026-08-06,KL-CB-002,Cement Board 9mm 4x8ft,57,24000,Rubavu Hardware,Eastern
2025-05-17,KL-RS-001,Roofing Sheet Corrugated 0.5mm,96,11000,Rusizi Engineering,Kigali
2025-08-18,KL-CB-002,Cement Board 9mm 4x8ft,38,24000,Lake Kivu Transport,Northern
2025-08-16,KL-SL-002,Solar Inverter 1kW Hybrid,84,280000,Huye Traders,Western
2026-10-22,KL-MC-200,Kinglion Motorcycle - Model 200,2,1500000,Eastern Supplies,Kigali
2025-11-03,KL-CB-001,Cement Board 6mm 4x8ft,41,18000,Huye Traders,Kigali
2026-08-20,KL-MC-250,Kinglion Motorcycle - Cargo Special,4,1850000,Rwanda Logistics,Southern
2026-12-05,KL-MC-250,Kinglion Motorcycle - Cargo Special,2,1850000,City Delivery Services,Eastern
2026-06-21,KL-IS-006,Iron Sheet - Matte Grey 0.5mm,58,13000,Rusizi Engineering,Kigali
2026-02-28,KL-IS-001,Iron Sheet - Blue 0.5mm,46,12000,Kigali Construction Ltd,Western
2026-12-26,KL-RS-001,Roofing Sheet Corrugated 0.5mm,45,11000,City Delivery Services,Eastern
2026-05-22,KL-SL-002,Solar Inverter 1kW Hybrid,97,280000,Bugesera Estate,Eastern
2026-01-10,KL-MC-250,Kinglion Motorcycle - Cargo Special,2,1850000,Lake Kivu Transport,Western
2025-10-03,KL-SL-002,Solar Inverter 1kW Hybrid,86,280000,Eastern Supplies,Western
2025-03-28,KL-MC-150,Kinglion Motorcycle - Model 150,5,1250000,Rusizi Engineering,Western
2026-01-07,KL-MC-250,Kinglion Motorcycle - Cargo Special,4,1850000,City Delivery Services,Eastern
2026-04-02,KL-CB-001,Cement Board 6mm 4x8ft,64,18000,Rusizi Engineering,Kigali
2025-10-28,KL-SP-001,Motorcycle Engine Oil 1L,44,4500,Eastern Supplies,Southern
2026-01-19,KL-MC-200,Kinglion Motorcycle - Model 200,2,1500000,Huye Traders,Western
2025-05-21,KL-CB-002,Cement Board 9mm 4x8ft,31,24000,Musanze Builders,Northern
2025-11-26,KL-RS-002,Roofing Sheet Step Tile 0.5mm,57,13500,Nyagatare Contractors,Northern
2025-07-21,KL-MC-150,Kinglion Motorcycle - Model 150,1,1250000,Rusizi Engineering,Eastern
2025-04-11,KL-SP-003,Motorcycle Tire 18-inch,75,25000,Gicumbi Wholesalers,Northern
2025-03-23,KL-CB-001,Cement Board 6mm 4x8ft,35,18000,Eastern Supplies,Western
2026-04-13,KL-RS-002,Roofing Sheet Step Tile 0.5mm,73,13500,Lake Kivu Transport,Northern
2026-11-05,KL-CB-001,Cement Board 6mm 4x8ft,52,18000,Rwanda Logistics,Eastern
2025-10-27,KL-SP-003,Motorcycle Tire 18-inch,107,25000,Rubavu Hardware,Southern
2025-08-03,KL-MC-150,Kinglion Motorcycle - Model 150,2,1250000,Lake Kivu Transport,Kigali
2026-05-21,KL-SP-002,Brake Pad Set - Model 150,25,8000,Rusizi Engineering,Eastern
2026-08-22,KL-RS-002,Roofing Sheet Step Tile 0.5mm,28,13500,Lake Kivu Transport,Western
2026-04-12,KL-SP-001,Motorcycle Engine Oil 1L,61,4500,Rubavu Hardware,Western
2025-12-04,KL-SP-001,Motorcycle Engine Oil 1L,59,4500,Rusizi Engineering,Northern
2026-01-10,KL-SL-002,Solar Inverter 1kW Hybrid,12,280000,Rubavu Hardware,Western
2026-08-24,KL-RS-002,Roofing Sheet Step Tile 0.5mm,88,13500,Huye Traders,Western
2026-05-27,KL-SP-001,Motorcycle Engine Oil 1L,58,4500,Nyagatare Contractors,Southern
2026-01-06,KL-IS-006,Iron Sheet - Matte Grey 0.5mm,107,13000,Rusizi Engineering,Western
2025-01-09,KL-RS-002,Roofing Sheet Step Tile 0.5mm,51,13500,Gicumbi Wholesalers,Eastern
2026-05-19,KL-RS-002,Roofing Sheet Step Tile 0.5mm,28,13500,City Delivery Services,Kigali
2026-09-17,KL-RS-002,Roofing Sheet Step Tile 0.5mm,63,13500,Lake Kivu Transport,Eastern
2026-11-07,KL-SL-002,Solar Inverter 1kW Hybrid,105,280000,Rusizi Engineering,Southern
2025-04-30,KL-SP-003,Motorcycle Tire 18-inch,37,25000,City Delivery Services,Southern
2026-05-22,KL-SL-002,Solar Inverter 1kW Hybrid,36,280000,Bugesera Estate,Kigali
